board,angle,climb_name,date,logged_grade,displayed_grade,difficulty,tries,is_mirror,sessions_count,tries_total,is_repeat,is_ascent,comment
tension,35,Climber?! I hardly knew her!,2023-09-07 19:17:09,5c,5c,14.8947,1,False,2,2,True,True,
tension,35,Bromance XXVIII,2023-09-07 19:18:38,5c,5c,15.1875,1,False,3,3,True,True,
tension,35,Black Bird,2023-09-07 19:19:05,5c,5c,14.8824,2,False,2,3,True,True,
tension,35,wow wow wow,2023-09-07 19:20:18,5c,5b,14.2941,1,False,2,2,True,True,
tension,35,Catfish (variation-2),2023-09-07 19:21:19,5c,5c,15.0,1,False,3,3,True,True,
tension,35,I am bitty,2023-09-07 19:22:19,5c,5c,14.7895,2,False,3,4,True,True,
tension,35,Look both ways (eliminate),2023-09-07 19:23:09,5c,5c,14.9375,1,False,2,3,True,True,
tension,35,Tennie pogo,2023-09-07 19:24:16,5c,5c,14.8125,1,False,2,2,True,True,
tension,35,Warm Up Series 6,2023-09-07 19:26:28,5c,5c,14.9333,1,False,2,2,True,True,
tension,35,NB23,2023-09-07 19:38:45,5c,6a,15.9583,1,False,1,1,False,True,
tension,35,the little loan foot,2023-09-07 19:40:48,6a,6a+,17.0,1,False,2,2,True,True,
tension,35,Spanish Castle Magic,2023-09-07 19:41:40,6a+,6a+,17.0,1,False,2,3,True,True,
tension,35,Ivory's finest,2023-09-07 19:43:02,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Fifty Dollar Bill,2023-09-07 19:43:57,6a,6a+,17.0,1,False,1,1,False,True,
tension,35,Dead Head 2,2023-09-07 19:44:51,6a,6a,15.8167,1,False,2,2,True,True,
tension,35,The Big Loan Foot,2023-09-07 19:45:58,6a,6a,16.082,1,False,1,1,False,True,
tension,35,Dead Head 3,2023-09-07 19:46:57,6a,6a,15.8113,1,False,2,3,True,True,
tension,35,movement skill2,2023-09-07 19:48:08,6a,6a,15.9074,2,False,1,2,False,True,
tension,35,Business as Usual,2023-09-07 19:49:40,6a,6a,15.98,2,False,1,2,False,True,
tension,35,Aisle Seat,2023-09-07 19:52:22,6a,6a+,17.0,2,False,1,2,False,True,
tension,35,Colleen rocks 1,2023-09-20 17:38:17,5b,5b,13.6667,1,False,1,1,False,True,
tension,35,fried eggplant,2023-09-20 17:40:27,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Campus-1,2023-09-20 17:48:48,6a,5c,15.1667,1,False,1,1,False,True,
tension,35,DBB Campus I,2023-09-20 17:51:29,5b,5b,13.6667,1,False,1,1,False,True,
tension,35,DBB Campus II,2023-09-20 18:06:40,5c,5c,15.0,2,False,1,2,False,True,
tension,35,DBB Campus III,2023-09-20 18:21:09,6b,6b,18.0,1,False,1,1,False,True,
tension,35,DBB Campus IV,2023-09-20 18:47:08,6a,5c,15.0,1,False,1,1,False,True,
tension,35,Marching Orders,2023-09-27 17:38:22,5b,4b,10.9905,1,False,1,1,False,True,
tension,35,Eldorado,2023-09-27 17:39:31,5a,4b,10.6869,1,False,1,1,False,True,
tension,35,Chew Toy,2023-09-27 17:40:38,5a,4b,11.1209,1,False,1,1,False,True,
tension,35,Iron Cross,2023-09-27 17:42:07,5b,4b,11.3516,1,False,1,1,False,True,
tension,35,Dyno 1,2023-09-27 17:43:08,5a,4b,10.6452,1,False,1,1,False,True,
tension,35,F3,2023-09-27 17:43:57,4c,4b,10.9333,1,False,1,1,False,True,
tension,35,Se Lädda,2023-09-27 18:34:19,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Not what I wanted to train,2023-09-27 18:36:01,6b,6b,18.0,1,False,1,1,False,True,
tension,35,Not what I wanted to train - direct,2023-09-27 18:37:25,6b+,6b+,19.0,1,False,1,1,False,True,
tension,35,Hepatitis Joe,2023-09-27 19:34:14,6a+,6a+,17.0,1,False,1,1,False,True,
tension,35,Contains vitamin R,2023-09-27 19:34:33,6b,6b,18.0,1,False,1,1,False,True,
tension,35,DBB Easy Warm Up VI,2023-10-04 18:07:48,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Step up the jinx,2023-10-04 18:24:05,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Downward Spiral,2023-10-04 19:14:09,6b,6b,18.0,1,False,1,1,False,True,
tension,35,DBB Easy Warm Up V,2023-10-11 17:15:10,5a,5a,13.25,1,False,1,1,False,True,
tension,35,DBB Easy Warm Up V,2023-10-11 17:17:28,5a,5a,13.25,1,True,1,1,False,True,
tension,35,DBB Easy Warmup IV,2023-10-11 17:18:46,5b,5b,14.25,1,False,1,1,False,True,
tension,35,DBB Easy Warmup IV,2023-10-11 17:20:39,5b,5b,14.25,1,True,1,1,False,True,
tension,35,DBB Easy Warmup I,2023-10-11 17:21:54,5a,5a,12.75,1,True,1,1,False,True,
tension,35,DBB Easy Warmup I,2023-10-11 17:22:28,5a,5a,12.75,1,False,1,1,False,True,
tension,35,DBB Easy Warmup II,2023-10-11 17:23:19,5a,5a,13.2,1,False,1,1,False,True,
tension,35,DBB Easy Warmup II,2023-10-11 17:24:47,5a,5a,13.2,1,True,1,1,False,True,
tension,35,DBB Easy Warmup III,2023-10-11 17:38:23,5a,5b,13.8,1,False,1,1,False,True,
tension,35,DBB Easy Warmup III,2023-10-11 17:39:27,5a,5b,13.8,1,True,1,1,False,True,
tension,35,Mr. Monkey goes to Town,2023-10-11 17:57:27,6a+,6a+,17.3333,1,True,1,1,False,True,
tension,35,Not what I wanted to train,2023-10-11 18:12:19,6b,6b,18.0,1,True,1,1,False,True,
tension,35,big thick boi s,2023-10-18 18:09:23,4a,4a,10.1203,1,False,1,1,False,True,
tension,35,Davo's Jugball Warm-up,2023-10-18 18:13:40,4a,4a,10.0305,1,False,1,1,False,True,
tension,35,DBB Easy Warm Up IX,2023-10-18 18:22:47,5b,5b,14.0,1,False,1,1,False,True,
tension,35,DBB Easy Warm Up X,2023-10-18 18:27:42,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Komplett 🍌,2023-10-18 18:51:07,6a+,6a+,17.0,1,False,1,1,False,True,nuts!
tension,35,The Walrus will return one day...,2023-10-25 19:04:35,5b,5b,13.75,1,False,2,2,True,True,
tension,35,Save America aka Dave’s route,2023-10-25 19:05:42,5b,5b,13.8,1,False,2,2,True,True,
tension,35,To infinity and Gaston,2023-10-25 19:07:03,5b,5b,14.1111,1,False,2,2,True,True,
tension,35,Lunas room 3,2023-10-25 19:08:26,5b,5b,13.8182,1,False,2,2,True,True,
tension,35,Mudpuppies,2023-10-25 19:09:40,5c,5b,14.3333,1,True,1,1,False,True,
tension,35,toffuti,2023-10-25 19:11:07,5b,5b,13.7143,1,True,1,1,False,True,
tension,35,Loosen up!,2023-10-25 19:12:23,5b,5b,13.7143,1,True,1,1,False,True,
tension,35,Ninja Shorty,2023-10-25 19:13:37,5b,5b,13.5714,1,True,1,1,False,True,
tension,35,By Bye Henry (Shorty),2023-10-25 19:15:37,5b,5b,13.9,1,True,1,1,False,True,
tension,35,Mr. Warm Me Up,2023-10-25 19:16:46,5b,5b,13.7143,1,True,1,1,False,True,
tension,35,Shakes_V1,2023-10-25 19:18:03,5b,5b,14.0,1,True,1,1,False,True,
tension,35,Royal Flush ?,2023-10-25 19:22:26,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Swing Band,2023-10-25 19:24:18,5b,5c,15.0,1,True,1,1,False,True,
tension,35,Salt Bae,2023-10-25 19:24:54,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Bat at it you bad b$&#*,2023-10-25 19:26:02,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Toe-furky,2023-10-25 19:26:44,5c,5c,14.8462,1,True,1,1,False,True,
tension,35,The Brittain Bash,2023-10-25 19:28:04,5c,5c,15.0833,1,True,1,1,False,True,
tension,35,For Jon,2023-10-25 19:28:49,5c,5c,14.7692,1,True,1,1,False,True,
tension,35,wormup2,2023-10-25 19:30:18,5c,5c,15.0833,1,True,1,1,False,True,
tension,35,Hulk 2.0,2023-10-25 19:30:43,5c,5c,14.9167,1,True,1,1,False,True,
tension,35,Lemur does a pinch,2023-10-25 19:32:08,5c,5c,14.9091,1,True,1,1,False,True,
tension,35,SuPer SoUR cREaM,2023-10-25 19:32:30,5c,5c,14.6364,1,True,1,1,False,True,
tension,35,PowerV2,2023-10-25 19:34:40,5c,5c,14.9091,1,True,1,1,False,True,
tension,35,Lawn Chair Easy,2023-10-25 19:36:24,5c,5c,15.0,1,True,1,1,False,True,
tension,35,The J is Silent,2023-10-25 19:36:47,5c,5c,14.6667,1,True,1,1,False,True,
tension,35,blues clues,2023-10-25 19:38:31,5c,5c,15.0909,1,True,1,1,False,True,
tension,35,I don't care,2023-10-25 20:05:04,5c,5c,14.8182,1,False,1,1,False,True,
tension,35,bear-in down,2023-10-25 20:05:30,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Clever girl,2023-10-31 17:17:33,5b,5b,14.0,1,False,2,2,True,True,
tension,35,Spud Infinity,2023-10-31 17:18:53,5b,5b,14.0,1,False,2,2,True,True,
tension,35,Gloves Off LBC 2 & 3,2023-10-31 17:19:28,5c,5b,14.0,1,False,2,2,True,True,
tension,35,Foxy (S&N),2023-10-31 17:20:32,5c,5b,13.913,1,False,2,2,True,True,
tension,35,In N Out Burger,2023-10-31 17:21:43,5c,5b,14.25,1,False,2,2,True,True,
tension,35,A friend of a manatee!,2023-10-31 17:22:49,5b,5b,14.0,1,False,2,2,True,True,
tension,35,Vicious rumors,2023-10-31 17:23:57,5b,5b,14.1875,1,False,2,2,True,True,
tension,35,Rotater reach,2023-10-31 17:25:03,5b,5b,13.8571,1,False,2,2,True,True,
tension,35,like you imagined when you were young,2023-10-31 17:26:08,5b,5b,13.8125,1,False,2,2,True,True,
tension,35,one ball two,2023-10-31 17:27:15,5b,5b,14.0625,1,False,2,2,True,True,
tension,35,PUSHER 2 (MC),2023-10-31 17:28:15,5b,5b,13.8571,1,False,2,2,True,True,
tension,35,Skydive (variation-1),2023-10-31 17:30:38,5b,5b,13.7143,1,False,2,2,True,True,
tension,35,Solliii,2023-10-31 17:31:55,5b,5b,14.0833,1,False,2,2,True,True,
tension,35,Just the Good Ones,2023-10-31 17:35:03,5b,5b,14.0,1,False,3,3,True,True,
tension,35,The Walrus will return one day...,2023-10-31 17:36:14,5b,5b,13.75,1,False,3,3,True,True,
tension,35,Save America aka Dave’s route,2023-10-31 17:39:26,5b,5b,13.8,1,False,3,3,True,True,
tension,35,Save America aka Dave’s route,2023-10-31 17:40:03,5b,5b,13.8,1,False,3,4,True,True,
tension,35,Lunas room 3,2023-10-31 17:40:57,5b,5b,13.8182,1,False,3,3,True,True,
tension,35,Destiny’s Child,2023-10-31 17:42:13,5b,5b,14.0,1,True,1,1,False,True,
tension,35,Anxious Pup,2023-10-31 18:02:41,5a,5c,15.0,1,False,2,2,True,True,
tension,35,Bethany (S&N),2023-10-31 18:03:57,5c,5c,14.988,1,False,2,2,True,True,
tension,35,Droopy Dog,2023-10-31 18:05:30,5c,5c,15.0,1,False,3,3,True,True,
tension,35,banjo strummin,2023-10-31 18:06:53,5b,5c,14.62,1,False,2,2,True,True,
tension,35,Funsy,2023-10-31 18:08:18,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Funsy,2023-10-31 18:08:35,5c,5c,15.0,1,False,2,3,True,True,
tension,35,shift weight,2023-10-31 18:12:33,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Getting by (Short),2023-10-31 18:21:11,5c,5c,14.963,1,False,2,2,True,True,
tension,35,Cool as an oven,2023-10-31 18:52:57,5b,5b,14.0,1,True,2,2,True,True,
tension,40,DBB Easy Warmup I,2023-11-04 16:36:27,5b,5b,14.0,1,False,1,1,False,True,
tension,40,DBB Easy Warmup II,2023-11-04 16:37:53,5b,5b,14.0,1,False,1,1,False,True,
tension,40,DBB Easy Warmup III,2023-11-04 16:40:14,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Laser Camera,2023-11-04 16:45:56,6a,6a,16.0,1,False,1,1,False,True,
tension,40,lefty loosy,2023-11-07 18:48:14,5a,5a,13.0,1,False,1,1,False,True,
tension,40,Gabes flappy pants,2023-11-07 19:06:05,5a,5a,13.0,1,False,1,1,False,True,
tension,40,Switching Places,2023-11-07 19:08:06,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Bethany (S&N),2023-11-07 19:13:17,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Ivory's finest,2023-11-07 19:35:14,6a,6a,16.0,1,True,1,1,False,True,
tension,40,Gaston to Gaston,2023-11-07 19:40:37,6a,6a,16.0,1,True,1,1,False,True,
tension,40,lefty loosy,2023-11-07 19:50:01,5a,5a,13.0,1,False,1,2,True,True,
tension,40,Warm Dayz,2023-11-07 20:04:40,5a,5a,13.0,1,False,1,1,False,True,
tension,40,Newby Blues,2023-11-07 20:06:12,5a,5a,13.0,1,False,1,1,False,True,
tension,40,Sea Freight,2023-11-07 20:09:44,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Bye Bye Henry,2023-11-07 20:11:02,5c,5c,15.0,1,False,1,1,False,True,
tension,40,loser,2023-11-07 20:13:31,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Please don’t match,2023-11-07 20:32:55,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Kidding,2023-11-07 20:34:31,5c,5c,15.0,1,False,1,1,False,True,
tension,40,TOOTH,2023-11-07 20:35:46,5c,5c,15.016,1,False,1,1,False,True,
tension,40,Emperical,2023-11-07 20:36:49,5c,5c,14.931,1,False,1,1,False,True,
tension,40,Anxious Pup,2023-11-07 20:37:45,5c,5c,14.9536,1,False,1,1,False,True,
tension,40,Truth or Dare,2023-11-07 20:38:55,5c,5c,14.8309,1,False,1,1,False,True,
tension,40,anxious pup/auto flapper,2023-11-07 20:40:04,5c,5c,14.9244,1,False,1,1,False,True,
tension,40,Natural Anthem,2023-11-07 20:42:44,5c,5c,15.1206,1,False,1,1,False,True,
tension,40,Basement #1,2023-11-07 20:43:57,5c,5c,14.9871,1,False,1,1,False,True,
tension,40,Beginnings,2023-11-07 20:53:27,5c,5c,14.9208,1,False,1,1,False,True,
tension,40,Always Happy Hour Here,2023-11-07 20:55:06,6a,6a,16.1258,1,False,1,1,False,True,
tension,40,simpleton2b,2023-11-07 20:57:33,6a,6a,15.9553,1,False,1,1,False,True,
tension,40,Quoc’s Happening?!,2023-11-07 21:04:15,6a,6a,15.9435,1,False,1,1,False,True,
tension,40,get  you money,2023-11-07 21:12:40,6a,6a,15.8202,1,False,1,1,False,True,
tension,40,get  you money,2023-11-07 21:13:06,6a,6a,15.8202,1,False,1,2,True,True,
tension,40,South of the Melbin wall,2023-11-07 21:13:52,6a,6a,15.8249,1,False,1,1,False,True,
tension,40,The Senate,2023-11-14 18:44:49,5b,5b,14.0,1,False,1,1,False,True,
tension,40,It's Alive!,2023-11-14 18:59:02,5b,5b,14.0,1,False,1,1,False,True,
tension,40,The Senate,2023-11-14 19:00:23,5b,5b,14.0,1,False,1,2,True,True,
tension,40,Hold Up,2023-11-14 19:03:55,5b,5b,14.0,1,False,1,1,False,True,
tension,40,Matchbook,2023-11-14 19:06:27,5b,5b,14.0,1,False,1,1,False,True,
tension,40,JUG,2023-11-14 19:08:54,5c,6a+,17.0,1,False,1,1,False,True,
tension,40,Other Voices,2023-11-14 19:12:22,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Look Both Ways,2023-11-14 19:14:09,5c,5c,15.0,1,False,1,1,False,True,
tension,40,Laser Camera,2023-11-14 19:30:19,6a,6a,16.0,1,False,2,2,True,True,
tension,40,simpletonas,2023-11-14 19:33:12,6a,6a,16.0,1,False,1,1,False,True,
tension,40,Lift Kit,2023-11-14 19:35:17,6a,6a,16.0,1,False,1,1,False,True,
tension,40,Best foot forward,2023-11-14 19:43:31,6a+,6a+,17.0,1,False,1,1,False,True,
tension,40,Fifty Dollar Bill,2023-11-14 19:53:33,6b,6b,18.0,1,False,1,1,False,True,
tension,40,Crossy Road,2023-11-14 20:03:12,6b,6b,18.0,1,True,1,1,False,True,
tension,40,Piretti 2,2023-11-14 20:31:32,6b+,6b+,19.0,1,True,1,1,False,True,
tension,35,pickle juice,2023-11-21 19:00:39,5b,5b,13.8406,1,False,2,2,True,True,
tension,35,Getting into it,2023-11-21 19:03:51,5b,5b,13.5,1,False,1,1,False,True,
tension,35,parker,2023-11-21 19:05:22,5c,5b,14.3333,1,False,1,1,False,True,
tension,35,Skeley Gator,2023-11-21 19:09:23,5c,5b,14.0,1,False,1,1,False,True,
tension,35,anxious pup/auto flapper,2023-11-21 19:16:05,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Bromance 33,2023-11-21 19:17:43,5b,5b,14.0,1,False,1,1,False,True,
tension,35,pandemic vibes,2023-11-21 19:19:02,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Aubrielle v7,2023-11-21 19:20:49,5b,5b,14.0,1,False,1,1,False,True,
tension,35,you’re gonna hate this is you’re tall,2023-11-21 19:22:33,5b,5b,14.0,1,False,1,1,False,True,
tension,35,wing rout 5,2023-11-21 19:25:50,5b,5b,13.6667,1,False,1,1,False,True,
tension,35,warm up: 1,2023-11-21 19:27:26,5b,5b,13.75,1,False,1,1,False,True,
tension,35,Corona Light,2023-11-21 19:29:56,5b,5b,14.3333,1,False,1,1,False,True,
tension,35,easy out,2023-11-21 19:34:37,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Demagogue,2023-11-21 19:40:05,5b,5b,14.3333,1,False,1,1,False,True,
tension,35,Fat Fingers,2023-11-21 19:53:09,6a,6a,16.2727,1,False,1,1,False,True,
tension,35,The Reacher,2023-11-21 19:56:38,6a,6a+,16.7727,1,False,1,1,False,True,
tension,35,The Reacher,2023-11-21 19:57:34,6a,6a+,16.7727,1,False,1,2,True,True,
tension,35,Pixycat - Ninja copy,2023-11-21 19:59:55,6a,6a,15.9091,1,False,1,1,False,True,
tension,35,Don’t Have To,2023-11-21 20:03:15,6a,6a+,17.0,1,False,1,1,False,True,
tension,35,turtle,2023-11-21 20:04:42,6a,6a,15.8,1,False,1,1,False,True,
tension,35,Flexibility for Dummies,2023-11-21 20:07:02,6a+,6a+,17.2,1,False,1,1,False,True,
tension,35,Drew does V2,2023-11-21 21:03:35,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Bromance IX,2023-11-21 21:05:14,5c,5c,15.0909,1,False,1,1,False,True,
tension,35,Shao boat V3,2023-11-21 21:06:49,5c,5c,15.3333,1,False,1,1,False,True,
tension,35,Wholeberry,2024-01-10 21:40:00,5a,5a,13.0,1,True,1,1,False,True,
tension,35,Masquerade,2024-01-10 21:43:04,6a,6a,16.0,1,True,1,1,False,True,
tension,35,You Look Great Today,2024-01-10 21:46:21,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Sweetness,2024-01-10 21:55:16,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Jane Says,2024-01-10 21:58:19,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Putty,2024-01-10 22:02:10,5a,5a,13.0,1,True,1,1,False,True,
tension,35,All Plastic,2024-01-10 22:04:46,5a,5a,13.0,1,True,1,1,False,True,
tension,35,Wayward Son,2024-01-10 22:07:41,5b,5b,14.0,1,True,1,1,False,True,
tension,35,Sun Down,2024-01-10 22:10:17,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Face Down,2024-01-10 22:14:45,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Say It Ain’t So,2024-01-12 14:09:52,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Prime,2024-01-12 14:11:12,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Anello,2024-01-12 14:17:38,5c,5c,15.0,1,False,1,1,False,True,
tension,35,"14,500 Minutes",2024-01-16 17:09:35,5a,5a,13.087,1,True,1,1,False,True,
tension,35,Rigorous Ragdoll,2024-01-16 17:12:05,5a,5a,13.0714,1,True,1,1,False,True,
tension,35,Take Five,2024-01-16 17:16:17,5b,5a,13.1538,1,True,1,1,False,True,
tension,35,The Dripping Tap,2024-01-16 17:19:03,5a,5a,13.2353,1,False,1,1,False,True,
tension,35,balliol college,2024-01-16 17:20:42,5a,5a,13.15,1,True,1,1,False,True,
tension,35,Still Waiting,2024-01-16 17:23:01,5b,5b,13.5806,1,False,1,1,False,True,
tension,35,shrewsbury united,2024-01-16 17:25:17,5b,5b,13.6087,1,True,1,1,False,True,
tension,35,Everlong,2024-01-16 17:28:23,5b,5b,14.0,1,False,1,1,False,True,5B if you skip holdes
tension,35,NonNonsense,2024-01-16 17:31:47,5b,5b,13.6875,1,False,1,1,False,True,
tension,35,Rematch,2024-01-16 17:36:03,5b,5b,13.75,1,True,1,1,False,True,
tension,35,Control For Smilers,2024-01-16 17:38:22,5c,5c,15.0455,1,False,1,1,False,True,
tension,35,(c) Middle Team Trainer,2024-01-16 17:39:58,5b,5c,14.6842,1,False,1,1,False,True,
tension,35,Wingtips,2024-01-16 17:41:58,5c,5c,15.1429,1,False,1,1,False,True,
tension,35,Heel Meal,2024-01-16 17:45:03,5c,5c,15.1176,1,True,1,1,False,True,
tension,35,Clownfish,2024-01-16 17:49:54,6a,5c,14.9375,1,False,1,1,False,True,
tension,35,Sun Up,2024-01-16 17:51:36,6a,6a,15.7429,1,False,1,1,False,True,
tension,35,little this little that,2024-01-16 17:53:06,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Panzer,2024-01-16 17:55:06,6a,6a,15.7895,1,False,1,1,False,True,
tension,35,Doomscroll,2024-01-17 19:19:06,4b,4b,11.0,1,False,1,1,False,True,
tension,35,Moondance,2024-01-17 19:19:51,4c,4c,12.0,1,True,1,1,False,True,
tension,35,Cola,2024-01-17 19:21:18,4c,4c,12.0,1,False,1,1,False,True,
tension,35,Putty,2024-01-17 19:22:48,5a,5a,13.0,1,True,2,2,True,True,
tension,35,All Plastic,2024-01-17 19:23:58,5a,5a,13.0,1,True,2,2,True,True,
tension,35,Particle Craze,2024-01-17 19:25:14,5a,5a,13.0,1,True,1,1,False,True,
tension,35,Wholeberry,2024-01-17 19:26:16,5a,5a,13.0,1,True,2,2,True,True,
tension,35,Wayward Son,2024-01-17 19:27:57,5b,5b,14.0,1,True,2,2,True,True,
tension,35,Sun Down,2024-01-17 19:29:58,5b,5b,14.0,1,False,2,2,True,True,
tension,35,Chicken Fingers,2024-01-17 19:31:35,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Say It Ain’t So,2024-01-17 19:32:53,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Money Music,2024-01-17 19:34:00,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Doze,2024-01-17 19:35:23,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Face Down,2024-01-17 19:37:12,5c,5c,15.0,1,True,2,2,True,True,
tension,35,Hear You Me,2024-01-17 19:39:13,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Anello,2024-01-17 19:41:04,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Vindicated,2024-01-17 19:42:27,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Hold Your Horses,2024-01-17 19:44:19,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Here It Goes Again,2024-01-17 19:46:21,5c,5c,15.0,2,False,1,2,False,True,
tension,35,Masquerade,2024-01-17 19:48:00,6a,6a,16.0,1,True,2,2,True,True,
tension,35,You Look Great Today,2024-01-17 19:49:17,6a,6a,16.0,1,True,2,2,True,True,
tension,35,Sweetness,2024-01-17 19:51:40,6a,6a,16.0,1,True,2,2,True,True,
tension,35,Prime,2024-01-17 19:52:59,6a,6a,16.0,1,True,2,2,True,True,
tension,35,Jane Says,2024-01-17 19:56:57,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Crawling In The Dark,2024-01-17 19:58:42,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Dog Town,2024-01-17 20:02:02,6a,6a,16.0,2,True,1,2,False,True,
tension,35,Something Chocolate,2024-01-17 20:04:46,4a,4a,10.2558,1,False,1,1,False,True,
tension,35,une balade,2024-01-17 20:05:31,4a,4b,10.7778,1,False,1,1,False,True,
tension,35,One Size Fits None,2024-01-17 20:06:17,4a,4b,10.6154,1,False,1,1,False,True,
tension,35,a v0 warmup,2024-01-17 20:06:57,4a,4a,10.5,1,False,1,1,False,True,
tension,35,a v0 happy ending,2024-01-17 20:08:18,4a,4b,10.8182,1,True,1,1,False,True,
tension,35,use ur strength,2024-01-17 20:09:31,4a,4a,10.0,1,True,1,1,False,True,
tension,35,TB12 Method,2024-01-17 20:10:51,4b,4b,10.9512,1,True,1,1,False,True,
tension,35,Slow to Start,2024-01-17 20:12:03,4a,4b,11.25,1,True,1,1,False,True,
tension,35,An actually decent low grade climb,2024-01-17 20:13:01,4b,4c,11.5455,1,True,1,1,False,True,
tension,35,warming it up,2024-01-17 20:14:18,4b,4b,11.1765,1,False,1,1,False,True,
tension,35,"Life in Plastic, it's Fantastic",2024-01-17 20:15:15,4b,4b,11.175,1,False,1,1,False,True,
tension,35,River Walk,2024-01-17 20:16:21,4b,4b,11.2353,1,False,1,1,False,True,
tension,35,Zone,2024-01-17 20:19:05,4b,4b,11.4815,1,True,1,1,False,True,
tension,35,Fitty degree warm up,2024-01-17 20:20:47,4b,4b,11.2273,1,True,1,1,False,True,
tension,35,Rules of Disarmament,2024-01-17 20:21:52,4b,4b,10.7692,1,False,1,1,False,True,
tension,35,Jug Life,2024-01-17 20:22:42,4b,4c,11.6667,1,False,1,1,False,True,
tension,35,Smooth sailing,2024-01-17 20:23:30,4b,4b,11.0,1,False,1,1,False,True,
tension,35,Forecast,2024-01-17 20:24:15,4b,4b,11.1111,1,True,1,1,False,True,
tension,35,Walkin’ In Memphis,2024-01-17 20:27:21,4b,4b,11.2414,1,False,1,1,False,True,
tension,35,Skypager,2024-01-17 20:28:59,4b,4b,10.9524,1,False,1,1,False,True,
tension,35,Excursions,2024-01-17 20:30:10,4b,4b,11.0769,1,False,1,1,False,True,
tension,35,the sloth 🦥,2024-01-17 20:31:39,4b,4b,11.2727,1,False,1,1,False,True,
tension,35,Easy warm-up,2024-01-17 20:32:24,4b,4b,11.3333,1,False,1,1,False,True,
tension,35,a v1 warm down,2024-01-17 20:33:05,4b,4b,11.1667,1,False,1,1,False,True,
tension,35,Beacon en bédaine,2024-01-17 20:34:46,4b,4b,11.2,1,False,1,1,False,True,
tension,35,a v2 warm down,2024-01-17 20:35:45,4b,4c,11.5,1,False,1,1,False,True,
tension,35,Nico's Talentegruppe,2024-01-17 20:36:28,4b,4b,11.2,1,False,1,1,False,True,
tension,35,spark,2024-01-23 00:00:00,,6b,18.0247,1,False,1,1,False,False,
tension,35,Something Chocolate,2024-01-23 17:20:07,4a,4a,10.2558,1,False,2,2,True,True,
tension,35,une balade,2024-01-23 17:21:17,4a,4b,10.7778,1,False,2,2,True,True,
tension,35,One Size Fits None,2024-01-23 17:22:06,4a,4b,10.6154,1,False,2,2,True,True,
tension,35,a v0 warmup,2024-01-23 17:23:16,4a,4a,10.5,1,True,1,1,False,True,
tension,35,a v0 happy ending,2024-01-23 17:24:25,4a,4b,10.8182,1,True,2,2,True,True,
tension,35,use ur strength,2024-01-23 17:25:15,4a,4a,10.0,1,False,1,1,False,True,
tension,35,Doomscroll,2024-01-23 17:26:43,4b,4b,11.0,1,False,2,2,True,True,
tension,35,TB12 Method,2024-01-23 17:27:51,4b,4b,10.9512,1,True,2,2,True,True,
tension,35,Slow to Start,2024-01-23 17:29:11,4a,4b,11.25,1,True,2,2,True,True,
tension,35,An actually decent low grade climb,2024-01-23 17:31:01,4b,4c,11.5455,1,False,1,1,False,True,
tension,35,warming it up,2024-01-23 17:32:55,4b,4b,11.1765,1,False,2,2,True,True,
